Generated from vgosDB: 19JUL24XW
YMDHM,Second,Source,Station1,Station2,El1,Az1,El2,Az2,A_freq,B_freq,C_freq,D_freq,A_SNR,B_SNR,C_SNR,D_SNR,tot_SNR,A_bw,B_bw,C_bw,D_bw,int_time,Q_code
19/7/24-07:28,13.0,1300+580,MK-VLBA,PIETOWN,0.5457815230576025,5.696111383939561,0.33340781926884566,5.722195284158291,,,,8635.75,0,0,0,19.66791534423828,19.66791534423828,0,0,0,128,39.98900604248047,9

19/7/24-07:28,13.0,1300+580,MK-VLBA,WETTZELL,0.5457815230576025,5.696111383939561,0.4316193840609288,0.4728501575322983,,,,8635.75,0,0,0,15.182486534118652,15.182486534118652,0,0,0,128,38.991249084472656,9

19/7/24-07:28,13.0,1300+580,PIETOWN,WETTZELL,0.33340781926884566,5.722195284158291,0.4316193840609288,0.4728501575322983,,,,8635.75,0,0,0,14.004613876342773,14.004613876342773,0,0,0,128,38.991249084472656,9

19/7/24-07:29,50.0,0718+793,MK-VLBA,PIETOWN,0.18618046364785343,6.1771465138200075,0.4142033509346668,0.04903393068422205,,,,8635.75,0,0,0,20.519407272338867,20.519407272338867,0,0,0,128,39.99156951904297,8

19/7/24-07:29,50.0,0718+793,MK-VLBA,WETTZELL,0.18618046364785343,6.1771465138200075,0.9783692730221555,0.2415875786145553,,,,8635.75,0,0,0,23.36874008178711,23.36874008178711,0,0,0,128,197.9824981689453,8

19/7/24-07:29,50.0,0718+793,PIETOWN,WETTZELL,0.4142033509346668,0.04903393068422205,0.9783692730221555,0.2415875786145553,,,,8635.75,0,0,0,30.268024444580078,30.268024444580078,0,0,0,128,37.98249816894531,9

19/7/24-07:33,46.0,0016+731,MK-VLBA,PIETOWN,0.25653512297148096,0.28580759090696095,0.7258953955278445,0.3273016380673476,,,,8635.75,0,0,0,82.8245849609375,82.8245849609375,0,0,0,128,39.98601531982422,8

19/7/24-07:33,46.0,0016+731,MK-VLBA,WETTZELL,0.25653512297148096,0.28580759090696095,0.9441307177099219,5.839451353272764,,,,8635.75,0,0,0,27.819429397583008,27.819429397583008,0,0,0,128,38.982818603515625,9

19/7/24-07:33,46.0,0016+731,PIETOWN,WETTZELL,0.7258953955278445,0.3273016380673476,0.9441307177099219,5.839451353272764,,,,8635.75,0,0,0,25.275203704833984,25.275203704833984,0,0,0,128,38.982818603515625,9

19/7/24-07:35,40.0,2214+350,MK-VLBA,PIETOWN,0.4184223669448499,1.0313024839760006,1.1881190479086623,1.3865972396624386,,,,8635.75,0,0,0,27.865829467773438,27.865829467773438,0,0,0,128,49.98041915893555,9

19/7/24-07:35,40.0,2214+350,MK-VLBA,WETTZELL,0.4184223669448499,1.0313024839760006,0.41021606910012165,5.193560130259371,,,,8635.75,0,0,0,19.310571670532227,19.310571670532227,0,0,0,128,71.99156188964844,9

19/7/24-07:35,40.0,2214+350,PIETOWN,WETTZELL,1.1881190479086623,1.3865972396624386,0.41021606910012165,5.193560130259371,,,,8635.75,0,0,0,10.130306243896484,10.130306243896484,0,0,0,128,48.9915657043457,9

19/7/24-07:37,54.0,2307+106,MK-VLBA,PIETOWN,0.11170348548374431,1.4058091457198034,0.8198713395276443,1.9730250729837286,,,,8635.75,0,0,0,12.315706253051758,12.315706253051758,0,0,0,128,67.98457336425781,9

19/7/24-07:37,54.0,2307+106,MK-VLBA,WETTZELL,0.11170348548374431,1.4058091457198034,0.24506618621738815,4.724708511805353,,,,8635.75,0,0,0,5.154533386230469,5.154533386230469,0,0,0,128,120.994873046875,0

19/7/24-07:37,54.0,2307+106,PIETOWN,WETTZELL,0.8198713395276443,1.9730250729837286,0.24506618621738815,4.724708511805353,,,,8635.75,0,0,0,5.211309432983398,5.211309432983398,0,0,0,128,66.994873046875,0

19/7/24-07:40,59.0,2113+293,MK-VLBA,PIETOWN,0.6513911101008794,1.173958606029064,1.3992034440550625,2.015536938316814,,,,8635.75,0,0,0,68.93505859375,68.93505859375,0,0,0,128,39.97918701171875,8

19/7/24-07:40,59.0,2113+293,MK-VLBA,WETTZELL,0.6513911101008794,1.173958606029064,0.17323025216443683,5.3130980082088355,,,,8635.75,0,0,0,55.080413818359375,55.080413818359375,0,0,0,128,56.99647903442383,8

19/7/24-07:40,59.0,2113+293,PIETOWN,WETTZELL,1.3992034440550625,2.015536938316814,0.17323025216443683,5.3130980082088355,,,,8635.75,0,0,0,44.20512771606445,44.20512771606445,0,0,0,128,38.996482849121094,9

19/7/24-07:43,2.0,2229+695,MK-VLBA,PIETOWN,0.4090565079085515,0.37207478810618105,0.8933049518420632,0.26434351601228023,,,,8635.75,0,0,0,51.01381301879883,51.01381301879883,0,0,0,128,39.98345947265625,8

19/7/24-07:43,2.0,2229+695,MK-VLBA,WETTZELL,0.4090565079085515,0.37207478810618105,0.7754576064863044,5.780905420243115,,,,8635.75,0,0,0,13.832829475402832,13.832829475402832,0,0,0,128,37.98521423339844,9

19/7/24-07:43,2.0,2229+695,PIETOWN,WETTZELL,0.8933049518420632,0.26434351601228023,0.7754576064863044,5.780905420243115,,,,8635.75,0,0,0,18.25740623474121,18.25740623474121,0,0,0,128,37.98521423339844,9

19/7/24-07:44,35.0,0059+581,MK-VLBA,PIETOWN,0.09255174762308885,0.5018020038430618,0.7136135943100418,0.6846532240523148,,,,8635.75,0,0,0,100.42015838623047,100.42015838623047,0,0,0,128,39.986175537109375,8

19/7/24-07:44,35.0,0059+581,MK-VLBA,WETTZELL,0.09255174762308885,0.5018020038430618,1.0010268718067343,5.370330489718015,,,,8635.75,0,0,0,94.74714660644531,94.74714660644531,0,0,0,128,38.982177734375,9

19/7/24-07:44,35.0,0059+581,PIETOWN,WETTZELL,0.7136135943100418,0.6846532240523148,1.0010268718067343,5.370330489718015,,,,8635.75,0,0,0,97.0677261352539,97.0677261352539,0,0,0,128,38.982177734375,9

19/7/24-07:46,1.0,1053+815,MK-VLBA,PIETOWN,0.3203916502195754,6.121782638787382,0.46945033098692573,6.184458361534869,,,,8635.75,0,0,0,26.935222625732422,26.935222625732422,0,0,0,128,39.990447998046875,8

19/7/24-07:46,1.0,1053+815,MK-VLBA,WETTZELL,0.3203916502195754,6.121782638787382,0.8340246864795248,0.23068778915423713,,,,8635.75,0,0,0,14.797710418701172,14.797710418701172,0,0,0,128,54.98441696166992,9

19/7/24-07:46,1.0,1053+815,PIETOWN,WETTZELL,0.46945033098692573,6.184458361534869,0.8340246864795248,0.23068778915423713,,,,8635.75,0,0,0,6.271087169647217,6.271087169647217,0,0,0,128,37.984413146972656,0

19/7/24-07:48,44.0,1342+662,MK-VLBA,PIETOWN,0.5421270730473156,5.870821315912913,0.4433927033952324,5.831675077294282,,,,8635.75,0,0,0,20.41111946105957,20.41111946105957,0,0,0,128,168.99856567382812,8

19/7/24-07:48,44.0,1342+662,MK-VLBA,WETTZELL,0.5421270730473156,5.870821315912913,0.5289384727847021,0.3447948853439838,,,,8635.75,0,0,0,27.06964683532715,27.06964683532715,0,0,0,128,166.99905395507812,9

19/7/24-07:48,44.0,1342+662,PIETOWN,WETTZELL,0.4433927033952324,5.831675077294282,0.5289384727847021,0.3447948853439838,,,,8635.75,0,0,0,22.281688690185547,22.281688690185547,0,0,0,128,168.989501953125,9

19/7/24-07:51,55.0,1746+470,MK-VLBA,PIETOWN,1.0948743301572783,0.07086780449858517,0.9496944826592797,5.3158460071848515,,,,8635.75,0,0,0,35.45566940307617,35.45566940307617,0,0,0,128,51.99871826171875,8

19/7/24-07:51,55.0,1746+470,MK-VLBA,WETTZELL,1.0948743301572783,0.07086780449858517,0.12097822542385687,6.111510788208261,,,,8635.75,0,0,0,16.968379974365234,16.968379974365234,0,0,0,128,51.01510238647461,9

19/7/24-07:51,55.0,1746+470,PIETOWN,WETTZELL,0.9496944826592797,5.3158460071848515,0.12097822542385687,6.111510788208261,,,,8635.75,0,0,0,19.421262741088867,19.421262741088867,0,0,0,128,51.99760055541992,9

19/7/24-07:54,14.0,1300+580,MK-VLBA,PIETOWN,0.4858755059712431,5.684297626514224,0.284897210965157,5.760642531370153,,,,8635.75,0,0,0,18.225208282470703,18.225208282470703,0,0,0,128,39.99012756347656,9

19/7/24-07:54,14.0,1300+580,MK-VLBA,WETTZELL,0.4858755059712431,5.684297626514224,0.4673344603858863,0.5274602239886135,,,,8635.75,0,0,0,14.618617057800293,14.618617057800293,0,0,0,128,37.99060821533203,9

19/7/24-07:54,14.0,1300+580,PIETOWN,WETTZELL,0.284897210965157,5.760642531370153,0.4673344603858863,0.5274602239886135,,,,8635.75,0,0,0,11.918212890625,11.918212890625,0,0,0,128,37.99060821533203,9

19/7/24-07:56,21.0,1636+473,MK-VLBA,PIETOWN,1.0415844533165644,5.908333460090458,0.7304196767363543,5.334219243738229,,,,8635.75,0,0,0,60.97569274902344,60.97569274902344,0,0,0,128,53.98169708251953,8

19/7/24-07:56,21.0,1636+473,MK-VLBA,WETTZELL,1.0415844533165644,5.908333460090458,0.11295024624092712,0.04930604173051211,,,,8635.75,0,0,0,22.068204879760742,22.068204879760742,0,0,0,128,52.99776077270508,9

19/7/24-07:56,21.0,1636+473,PIETOWN,WETTZELL,0.7304196767363543,5.334219243738229,0.11295024624092712,0.04930604173051211,,,,8635.75,0,0,0,28.3719482421875,28.3719482421875,0,0,0,128,56.99776077270508,9

19/7/24-07:58,6.0,1418+546,MK-VLBA,PIETOWN,0.6721653610444741,5.66790766732179,0.4007707611743518,5.604944920698621,,,,8635.75,0,0,0,23.95270347595215,23.95270347595215,0,0,0,128,39.98677062988281,8

19/7/24-07:58,6.0,1418+546,MK-VLBA,WETTZELL,0.6721653610444741,5.66790766732179,0.3234921449629659,0.3981484268072308,,,,8635.75,0,0,0,15.922475814819336,15.922475814819336,0,0,0,128,38.993324279785156,9

19/7/24-07:58,6.0,1418+546,PIETOWN,WETTZELL,0.4007707611743518,5.604944920698621,0.3234921449629659,0.3981484268072308,,,,8635.75,0,0,0,7.760460376739502,7.760460376739502,0,0,0,128,38.993324279785156,9

19/7/24-08:00,24.0,2319+317,MK-VLBA,PIETOWN,0.2622281336064194,1.0594708228100687,1.0326179747361603,1.4557677232094601,,,,8635.75,0,0,0,11.652210235595703,11.652210235595703,0,0,0,128,39.98185729980469,9

19/7/24-08:00,24.0,2319+317,MK-VLBA,WETTZELL,0.2622281336064194,1.0594708228100687,0.4785399908630241,5.03516246294588,,,,8635.75,0,0,0,10.949960708618164,10.949960708618164,0,0,0,128,46.99028778076172,9

19/7/24-08:00,24.0,2319+317,PIETOWN,WETTZELL,1.0326179747361603,1.4557677232094601,0.4785399908630241,5.03516246294588,,,,8635.75,0,0,0,8.867161750793457,8.867161750793457,0,0,0,128,38.99028778076172,9

19/7/24-08:02,4.0,2307+106,MK-VLBA,PIETOWN,0.21009233910530178,1.4392708171528281,0.8983768695882043,2.07711670834587,,,,8635.75,0,0,0,13.517585754394531,13.517585754394531,0,0,0,128,71.98345947265625,9

19/7/24-08:02,4.0,2307+106,MK-VLBA,WETTZELL,0.21009233910530178,1.4392708171528281,0.1760111447344925,4.803948011574743,,,,8635.75,0,0,0,5.099307060241699,5.099307060241699,0,0,0,128,109.9963150024414,0

19/7/24-08:02,4.0,2307+106,PIETOWN,WETTZELL,0.8983768695882043,2.07711670834587,0.1760111447344925,4.803948011574743,,,,8635.75,0,0,0,5.316203594207764,5.316203594207764,0,0,0,128,69.99632263183594,0

19/7/24-08:04,57.0,2113+293,MK-VLBA,PIETOWN,0.7424732189907438,1.1777079961089876,1.4683869399205474,2.4680602518272927,,,,8635.75,0,0,0,71.28337097167969,71.28337097167969,0,0,0,128,39.97886657714844,8

19/7/24-08:04,57.0,2113+293,MK-VLBA,WETTZELL,0.7424732189907438,1.1777079961089876,0.11811089321196144,5.386452852377893,,,,8635.75,0,0,0,51.68873977661133,51.68873977661133,0,0,0,128,61.99760055541992,9

19/7/24-08:04,57.0,2113+293,PIETOWN,WETTZELL,1.4683869399205474,2.4680602518272927,0.11811089321196144,5.386452852377893,,,,8635.75,0,0,0,39.65877151489258,39.65877151489258,0,0,0,128,38.997596740722656,9

19/7/24-08:07,26.0,0059+581,MK-VLBA,PIETOWN,0.13882215260341296,0.5261694941289463,0.765808570772828,0.6825596967010082,,,,8635.75,0,0,0,111.08875274658203,111.08875274658203,0,0,0,128,39.985374450683594,8

19/7/24-08:07,26.0,0059+581,MK-VLBA,WETTZELL,0.13882215260341296,0.5261694941289463,0.9495843361423725,5.386327221037169,,,,8635.75,0,0,0,87.20995330810547,87.20995330810547,0,0,0,128,38.982818603515625,9

19/7/24-08:07,26.0,0059+581,PIETOWN,WETTZELL,0.765808570772828,0.6825596967010082,0.9495843361423725,5.386327221037169,,,,8635.75,0,0,0,84.19956970214844,84.19956970214844,0,0,0,128,38.982818603515625,9

19/7/24-08:09,30.0,2214+350,MK-VLBA,PIETOWN,0.5384547944222412,1.0447848961438582,1.308584199123971,1.4066169011313785,,,,8635.75,0,0,0,30.335851669311523,30.335851669311523,0,0,0,128,52.9987678527832,8

19/7/24-08:09,30.0,2214+350,MK-VLBA,WETTZELL,0.5384547944222412,1.0447848961438582,0.32658284355032713,5.28678241414131,,,,8635.75,0,0,0,12.164554595947266,12.164554595947266,0,0,0,128,70.99333190917969,9

19/7/24-08:09,30.0,2214+350,PIETOWN,WETTZELL,1.308584199123971,1.4066169011313785,0.32658284355032713,5.28678241414131,,,,8635.75,0,0,0,4.848927021026611,4.848927021026611,0,0,0,128,52.01258850097656,0

19/7/24-08:11,41.0,3C371   ,MK-VLBA,PIETOWN,0.6972244139886943,0.01923622927798759,0.8194774429310194,5.918722881607371,,,,8635.75,0,0,0,58.817237854003906,58.817237854003906,0,0,0,128,39.98457336425781,8

19/7/24-08:11,41.0,3C371   ,MK-VLBA,WETTZELL,0.6972244139886943,0.01923622927798759,0.5135341987456863,6.18648114092456,,,,8635.75,0,0,0,72.4070816040039,72.4070816040039,0,0,0,128,37.989646911621094,9

19/7/24-08:11,41.0,3C371   ,PIETOWN,WETTZELL,0.8194774429310194,5.918722881607371,0.5135341987456863,6.18648114092456,,,,8635.75,0,0,0,103.68341064453125,103.68341064453125,0,0,0,128,37.989646911621094,9

19/7/24-08:14,18.0,1520+437,MK-VLBA,PIETOWN,0.865499968476997,5.497175700534816,0.4376570364488119,5.357872046395728,,,,8635.75,0,0,0,17.98200225830078,17.98200225830078,0,0,0,128,153.9837646484375,9

19/7/24-08:14,18.0,1520+437,MK-VLBA,WETTZELL,0.865499968476997,5.497175700534816,0.10107588629995426,0.34418203596391694,,,,8635.75,0,0,0,5.775934219360352,5.775934219360352,0,0,0,128,152.99807739257812,0

19/7/24-08:14,18.0,1520+437,PIETOWN,WETTZELL,0.4376570364488119,5.357872046395728,0.10107588629995426,0.34418203596391694,,,,8635.75,0,0,0,9.174459457397461,9.174459457397461,0,0,0,128,164.99807739257812,9

19/7/24-08:17,0.0,1300+580,MK-VLBA,PIETOWN,0.43283532749483644,5.679806296797507,0.245126811949497,5.797247265733278,,,,8635.75,0,0,0,17.314037322998047,17.314037322998047,0,0,0,128,39.9910888671875,9

19/7/24-08:17,0.0,1300+580,MK-VLBA,WETTZELL,0.43283532749483644,5.679806296797507,0.5014265990823318,0.5736039534823925,,,,8635.75,0,0,0,14.54307746887207,14.54307746887207,0,0,0,128,37.989967346191406,9

19/7/24-08:17,0.0,1300+580,PIETOWN,WETTZELL,0.245126811949497,5.797247265733278,0.5014265990823318,0.5736039534823925,,,,8635.75,0,0,0,12.35015869140625,12.35015869140625,0,0,0,128,37.989967346191406,9

19/7/24-08:19,8.0,1636+473,MK-VLBA,PIETOWN,1.0025523540972319,5.802334541260148,0.6638444252657169,5.349801786634641,,,,8635.75,0,0,0,62.45016098022461,62.45016098022461,0,0,0,128,52.99871826171875,9

19/7/24-08:19,8.0,1636+473,MK-VLBA,WETTZELL,1.0025523540972319,5.802334541260148,0.11837283743646458,0.11717948462743781,,,,8635.75,0,0,0,25.848407745361328,25.848407745361328,0,0,0,128,52.01414108276367,9

19/7/24-08:19,8.0,1636+473,PIETOWN,WETTZELL,0.6638444252657169,5.349801786634641,0.11837283743646458,0.11717948462743781,,,,8635.75,0,0,0,32.54487609863281,32.54487609863281,0,0,0,128,56.99760055541992,9

19/7/24-08:21,27.0,1823+689,MK-VLBA,PIETOWN,0.7112957674637421,0.03462959063809362,0.8364217539014912,5.908425618567466,,,,8635.75,0,0,0,10.26286792755127,10.26286792755127,0,0,0,128,123.9842529296875,9

19/7/24-08:21,27.0,1823+689,MK-VLBA,WETTZELL,0.7112957674637421,0.03462959063809362,0.5010087870883552,6.171185929943837,,,,8635.75,0,0,0,11.124239921569824,11.124239921569824,0,0,0,128,126.9899673461914,9

19/7/24-08:21,27.0,1823+689,PIETOWN,WETTZELL,0.8364217539014912,5.908425618567466,0.5010087870883552,6.171185929943837,,,,8635.75,0,0,0,11.954246520996094,11.954246520996094,0,0,0,128,122.9899673461914,9

19/7/24-08:24,46.0,2209+236,MK-VLBA,PIETOWN,0.5918256983564526,1.2876871976600324,1.299353570611609,2.2307609442086913,,,,8635.75,0,0,0,26.852293014526367,26.852293014526367,0,0,0,128,39.97950744628906,8

19/7/24-08:24,46.0,2209+236,MK-VLBA,WETTZELL,0.5918256983564526,1.2876871976600324,0.1277392824764078,5.211858650839744,,,,8635.75,0,0,0,10.955998420715332,10.955998420715332,0,0,0,128,38.9974365234375,9

19/7/24-08:24,46.0,2209+236,PIETOWN,WETTZELL,1.299353570611609,2.2307609442086913,0.1277392824764078,5.211858650839744,,,,8635.75,0,0,0,16.6909236907959,16.6909236907959,0,0,0,128,38.9974365234375,9

19/7/24-08:26,41.0,2307+106,MK-VLBA,PIETOWN,0.310756867452267,1.4726918943461407,0.9733617772500044,2.2029956190468956,,,,8635.75,0,0,0,14.369842529296875,14.369842529296875,0,0,0,128,81.98249816894531,9

19/7/24-08:26,41.0,2307+106,MK-VLBA,WETTZELL,0.310756867452267,1.4726918943461407,0.10618506569330508,4.884132142193042,,,,8635.75,0,0,0,5.254149436950684,5.254149436950684,0,0,0,128,116.99776458740234,0

19/7/24-08:26,41.0,2307+106,PIETOWN,WETTZELL,0.9733617772500044,2.2029956190468956,0.10618506569330508,4.884132142193042,,,,8635.75,0,0,0,4.838472843170166,4.838472843170166,0,0,0,128,79.99775695800781,0

19/7/24-08:29,11.0,0059+581,MK-VLBA,PIETOWN,0.18457043618585184,0.5458635356274015,0.8151777489813299,0.6743508489427537,,,,8635.75,0,0,0,114.99907684326172,114.99907684326172,0,0,0,128,39.98457336425781,8

19/7/24-08:29,11.0,0059+581,MK-VLBA,WETTZELL,0.18457043618585184,0.5458635356274015,0.9013179864763265,5.4060817042531735,,,,8635.75,0,0,0,94.02301025390625,94.02301025390625,0,0,0,128,38.98345947265625,9

19/7/24-08:29,11.0,0059+581,PIETOWN,WETTZELL,0.8151777489813299,0.6743508489427537,0.9013179864763265,5.4060817042531735,,,,8635.75,0,0,0,88.1318588256836,88.1318588256836,0,0,0,128,38.98345947265625,9

19/7/24-08:30,44.0,2319+317,MK-VLBA,PIETOWN,0.3719216400923265,1.0848688865893608,1.141821899330035,1.5125557049030545,,,,8635.75,0,0,0,13.577106475830078,13.577106475830078,0,0,0,128,39.980735778808594,9

19/7/24-08:30,44.0,2319+317,MK-VLBA,WETTZELL,0.3719216400923265,1.0848688865893608,0.3974909866651946,5.121063443764637,,,,8635.75,0,0,0,10.100211143493652,10.100211143493652,0,0,0,128,44.99188995361328,9

19/7/24-08:30,44.0,2319+317,PIETOWN,WETTZELL,1.141821899330035,1.5125557049030545,0.3974909866651946,5.121063443764637,,,,8635.75,0,0,0,11.123811721801758,11.123811721801758,0,0,0,128,38.99188995361328,9

19/7/24-08:32,32.0,2229+695,MK-VLBA,PIETOWN,0.4817383055536444,0.35443976893807305,0.9312716518269814,0.15971223494381429,,,,8635.75,0,0,0,47.12837219238281,47.12837219238281,0,0,0,128,39.98297882080078,8

19/7/24-08:32,32.0,2229+695,MK-VLBA,WETTZELL,0.4817383055536444,0.35443976893807305,0.7101592997896213,5.829355866186406,,,,8635.75,0,0,0,15.145262718200684,15.145262718200684,0,0,0,128,38.98633575439453,9

19/7/24-08:32,32.0,2229+695,PIETOWN,WETTZELL,0.9312716518269814,0.15971223494381429,0.7101592997896213,5.829355866186406,,,,8635.75,0,0,0,22.33049201965332,22.33049201965332,0,0,0,128,38.98633575439453,8

19/7/24-08:34,22.0,2214+350,MK-VLBA,PIETOWN,0.6270876755890343,1.0478566728984395,1.3972441347564268,1.400308367851378,,,,8635.75,0,0,0,26.614757537841797,26.614757537841797,0,0,0,128,39.97918701171875,8

19/7/24-08:34,22.0,2214+350,MK-VLBA,WETTZELL,0.6270876755890343,1.0478566728984395,0.2682278263859353,5.356623071746867,,,,8635.75,0,0,0,6.383234024047852,6.383234024047852,0,0,0,128,70.99440002441406,0

19/7/24-08:34,22.0,2214+350,PIETOWN,WETTZELL,1.3972441347564268,1.400308367851378,0.2682278263859353,5.356623071746867,,,,8635.75,0,0,0,5.375650405883789,5.375650405883789,0,0,0,128,38.99440002441406,0

19/7/24-08:36,53.0,NGC6251 ,MK-VLBA,PIETOWN,0.4604609014956642,6.214984400230965,0.6263528279741195,6.126817427794043,,,,8635.75,0,0,0,48.650489807128906,48.650489807128906,0,0,0,128,51.98756790161133,8

19/7/24-08:36,53.0,NGC6251 ,MK-VLBA,WETTZELL,0.4604609014956642,6.214984400230965,0.7314521692252978,0.04902764517743432,,,,8635.75,0,0,0,14.387642860412598,14.387642860412598,0,0,0,128,53.98585510253906,9

19/7/24-08:36,53.0,NGC6251 ,PIETOWN,WETTZELL,0.6263528279741195,6.126817427794043,0.7314521692252978,0.04902764517743432,,,,8635.75,0,0,0,13.534207344055176,13.534207344055176,0,0,0,128,50.98585510253906,9

19/7/24-08:39,29.0,1520+437,MK-VLBA,PIETOWN,0.7905832386086814,5.456308105481224,0.36599653272221994,5.396139292086567,,,,8635.75,0,0,0,18.257980346679688,18.257980346679688,0,0,0,128,143.98489379882812,9

19/7/24-08:39,29.0,1520+437,MK-VLBA,WETTZELL,0.7905832386086814,5.456308105481224,0.1279484384717682,0.4198642430206252,,,,8635.75,0,0,0,7.047874450683594,7.047874450683594,0,0,0,128,141.9974365234375,9

19/7/24-08:39,29.0,1520+437,PIETOWN,WETTZELL,0.36599653272221994,5.396139292086567,0.1279484384717682,0.4198642430206252,,,,8635.75,0,0,0,12.929776191711426,12.929776191711426,0,0,0,128,155.9974365234375,9

19/7/24-08:42,6.0,1300+580,MK-VLBA,PIETOWN,0.37420014905614507,5.680673876664514,0.20448853799045819,5.840618012176312,,,,8635.75,0,0,0,18.41693115234375,18.41693115234375,0,0,0,128,39.99237060546875,9

19/7/24-08:42,6.0,1300+580,MK-VLBA,WETTZELL,0.37420014905614507,5.680673876664514,0.5418821942139718,0.6225747215548572,,,,8635.75,0,0,0,14.479188919067383,14.479188919067383,0,0,0,128,37.989166259765625,9

